filename,code_token_count,input_token_count_with_special,exceeds_510
slice_CWE190_05-CWE190_Integer_Overflow__short_fscanf_square_1.c,58,60,False
slice_CWE190_05-CWE190_Integer_Overflow__unsigned_int_fscanf_add_1.c,60,62,False
slice_CWE190_05-CWE190_Integer_Overflow__unsigned_int_fscanf_multiply_1.c,84,86,False
slice_CWE190_05-CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_1.c,72,74,False
slice_CWE190_05-CWE190_Integer_Overflow__unsigned_int_fscanf_preinc_1.c,73,75,False
slice_CWE190_05-CWE190_Integer_Overflow__unsigned_int_fscanf_square_1.c,60,62,False
slice_CWE190_06-CWE190_Integer_Overflow__char_fscanf_add_1.c,60,62,False
slice_CWE190_06-CWE190_Integer_Overflow__char_fscanf_multiply_1.c,84,86,False
slice_CWE190_06-CWE190_Integer_Overflow__char_fscanf_postinc_1.c,72,74,False
slice_CWE190_06-CWE190_Integer_Overflow__char_fscanf_preinc_1.c,73,75,False
slice_CWE190_06-CWE190_Integer_Overflow__char_fscanf_square_1.c,60,62,False
slice_CWE190_06-CWE190_Integer_Overflow__int64_t_fscanf_add_1.c,66,68,False
slice_CWE190_06-CWE190_Integer_Overflow__int64_t_fscanf_multiply_1.c,90,92,False
slice_CWE190_06-CWE190_Integer_Overflow__int64_t_fscanf_postinc_1.c,78,80,False
slice_CWE190_06-CWE190_Integer_Overflow__int64_t_fscanf_preinc_1.c,79,81,False
slice_CWE190_06-CWE190_Integer_Overflow__int64_t_fscanf_square_1.c,66,68,False
slice_CWE190_06-CWE190_Integer_Overflow__int_connect_socket_add_1.c,101,103,False
slice_CWE190_06-CWE190_Integer_Overflow__int_connect_socket_multiply_1.c,125,127,False
slice_CWE190_06-CWE190_Integer_Overflow__int_connect_socket_postinc_1.c,113,115,False
slice_CWE190_06-CWE190_Integer_Overflow__int_connect_socket_preinc_1.c,114,116,False
slice_CWE190_06-CWE190_Integer_Overflow__int_connect_socket_square_1.c,101,103,False
slice_CWE190_06-CWE190_Integer_Overflow__int_fgets_add_1.c,94,96,False
slice_CWE190_06-CWE190_Integer_Overflow__int_fgets_multiply_1.c,118,120,False
slice_CWE190_06-CWE190_Integer_Overflow__int_fgets_postinc_1.c,106,108,False
slice_CWE190_06-CWE190_Integer_Overflow__int_fgets_preinc_1.c,107,109,False
slice_CWE190_06-CWE190_Integer_Overflow__int_fgets_square_1.c,94,96,False
slice_CWE190_06-CWE190_Integer_Overflow__int_fscanf_add_1.c,58,60,False
slice_CWE190_06-CWE190_Integer_Overflow__int_fscanf_multiply_1.c,82,84,False
slice_CWE190_06-CWE190_Integer_Overflow__int_fscanf_postinc_1.c,70,72,False
slice_CWE190_06-CWE190_Integer_Overflow__int_fscanf_preinc_1.c,71,73,False
slice_CWE190_06-CWE190_Integer_Overflow__int_fscanf_square_1.c,58,60,False
slice_CWE190_06-CWE190_Integer_Overflow__int_listen_socket_add_1.c,101,103,False
slice_CWE190_06-CWE190_Integer_Overflow__int_listen_socket_multiply_1.c,125,127,False
slice_CWE190_06-CWE190_Integer_Overflow__int_listen_socket_postinc_1.c,113,115,False
slice_CWE190_06-CWE190_Integer_Overflow__int_listen_socket_preinc_1.c,114,116,False
slice_CWE190_06-CWE190_Integer_Overflow__int_listen_socket_square_1.c,101,103,False
slice_CWE190_06-CWE190_Integer_Overflow__short_fscanf_add_1.c,58,60,False
slice_CWE190_06-CWE190_Integer_Overflow__short_fscanf_multiply_1.c,82,84,False
slice_CWE190_06-CWE190_Integer_Overflow__short_fscanf_postinc_1.c,70,72,False
slice_CWE190_06-CWE190_Integer_Overflow__short_fscanf_preinc_1.c,71,73,False
slice_CWE190_06-CWE190_Integer_Overflow__short_fscanf_square_1.c,58,60,False
slice_CWE190_06-CWE190_Integer_Overflow__unsigned_int_fscanf_add_1.c,60,62,False
slice_CWE190_06-CWE190_Integer_Overflow__unsigned_int_fscanf_multiply_1.c,84,86,False
slice_CWE190_06-CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_1.c,72,74,False
slice_CWE190_06-CWE190_Integer_Overflow__unsigned_int_fscanf_preinc_1.c,73,75,False
slice_CWE190_06-CWE190_Integer_Overflow__unsigned_int_fscanf_square_1.c,60,62,False
slice_CWE190_07-CWE190_Integer_Overflow__char_fscanf_add_1.c,60,62,False
slice_CWE190_07-CWE190_Integer_Overflow__char_fscanf_multiply_1.c,84,86,False
slice_CWE190_07-CWE190_Integer_Overflow__char_fscanf_postinc_1.c,72,74,False
slice_CWE190_07-CWE190_Integer_Overflow__char_fscanf_preinc_1.c,73,75,False
slice_CWE190_07-CWE190_Integer_Overflow__char_fscanf_square_1.c,60,62,False
slice_CWE190_07-CWE190_Integer_Overflow__int64_t_fscanf_add_1.c,66,68,False
slice_CWE190_07-CWE190_Integer_Overflow__int64_t_fscanf_multiply_1.c,90,92,False
slice_CWE190_07-CWE190_Integer_Overflow__int64_t_fscanf_postinc_1.c,78,80,False
slice_CWE190_07-CWE190_Integer_Overflow__int64_t_fscanf_preinc_1.c,79,81,False
slice_CWE190_07-CWE190_Integer_Overflow__int64_t_fscanf_square_1.c,66,68,False
slice_CWE190_07-CWE190_Integer_Overflow__int_connect_socket_add_1.c,101,103,False
slice_CWE190_07-CWE190_Integer_Overflow__int_connect_socket_multiply_1.c,125,127,False
slice_CWE190_07-CWE190_Integer_Overflow__int_connect_socket_postinc_1.c,113,115,False
slice_CWE190_07-CWE190_Integer_Overflow__int_connect_socket_preinc_1.c,114,116,False
slice_CWE190_07-CWE190_Integer_Overflow__int_connect_socket_square_1.c,101,103,False
slice_CWE190_07-CWE190_Integer_Overflow__int_fgets_add_1.c,94,96,False
slice_CWE190_07-CWE190_Integer_Overflow__int_fgets_multiply_1.c,118,120,False
slice_CWE190_07-CWE190_Integer_Overflow__int_fgets_postinc_1.c,106,108,False
slice_CWE190_07-CWE190_Integer_Overflow__int_fgets_preinc_1.c,107,109,False
slice_CWE190_07-CWE190_Integer_Overflow__int_fgets_square_1.c,94,96,False
slice_CWE190_07-CWE190_Integer_Overflow__int_fscanf_add_1.c,58,60,False
slice_CWE190_07-CWE190_Integer_Overflow__int_fscanf_multiply_1.c,82,84,False
slice_CWE190_07-CWE190_Integer_Overflow__int_fscanf_postinc_1.c,70,72,False
slice_CWE190_07-CWE190_Integer_Overflow__int_fscanf_preinc_1.c,71,73,False
slice_CWE190_07-CWE190_Integer_Overflow__int_fscanf_square_1.c,58,60,False
slice_CWE190_07-CWE190_Integer_Overflow__int_listen_socket_add_1.c,101,103,False
slice_CWE190_07-CWE190_Integer_Overflow__int_listen_socket_multiply_1.c,125,127,False
slice_CWE190_07-CWE190_Integer_Overflow__int_listen_socket_postinc_1.c,113,115,False
slice_CWE190_07-CWE190_Integer_Overflow__int_listen_socket_preinc_1.c,114,116,False
slice_CWE190_07-CWE190_Integer_Overflow__int_listen_socket_square_1.c,101,103,False
slice_CWE190_07-CWE190_Integer_Overflow__short_fscanf_add_1.c,58,60,False
slice_CWE190_07-CWE190_Integer_Overflow__short_fscanf_multiply_1.c,82,84,False
slice_CWE190_07-CWE190_Integer_Overflow__short_fscanf_postinc_1.c,70,72,False
slice_CWE190_07-CWE190_Integer_Overflow__short_fscanf_preinc_1.c,71,73,False
slice_CWE190_07-CWE190_Integer_Overflow__short_fscanf_square_1.c,58,60,False
slice_CWE190_07-CWE190_Integer_Overflow__unsigned_int_fscanf_add_1.c,60,62,False
slice_CWE190_07-CWE190_Integer_Overflow__unsigned_int_fscanf_multiply_1.c,84,86,False
slice_CWE190_07-CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_1.c,72,74,False
slice_CWE190_07-CWE190_Integer_Overflow__unsigned_int_fscanf_preinc_1.c,73,75,False
slice_CWE190_07-CWE190_Integer_Overflow__unsigned_int_fscanf_square_1.c,60,62,False
slice_CWE190_08-CWE190_Integer_Overflow__char_fscanf_add_1.c,60,62,False
slice_CWE190_08-CWE190_Integer_Overflow__char_fscanf_multiply_1.c,84,86,False
slice_CWE190_08-CWE190_Integer_Overflow__char_fscanf_postinc_1.c,72,74,False
slice_CWE190_08-CWE190_Integer_Overflow__char_fscanf_preinc_1.c,73,75,False
slice_CWE190_08-CWE190_Integer_Overflow__char_fscanf_square_1.c,60,62,False
slice_CWE190_08-CWE190_Integer_Overflow__int64_t_fscanf_add_1.c,66,68,False
slice_CWE190_08-CWE190_Integer_Overflow__int64_t_fscanf_multiply_1.c,90,92,False
slice_CWE190_08-CWE190_Integer_Overflow__int64_t_fscanf_postinc_1.c,78,80,False
slice_CWE190_08-CWE190_Integer_Overflow__int64_t_fscanf_preinc_1.c,79,81,False
slice_CWE190_08-CWE190_Integer_Overflow__int64_t_fscanf_square_1.c,66,68,False
slice_CWE190_08-CWE190_Integer_Overflow__int_connect_socket_add_1.c,101,103,False
slice_CWE190_08-CWE190_Integer_Overflow__int_connect_socket_multiply_1.c,125,127,False
slice_CWE190_08-CWE190_Integer_Overflow__int_connect_socket_postinc_1.c,113,115,False
slice_CWE190_08-CWE190_Integer_Overflow__int_connect_socket_preinc_1.c,114,116,False
slice_CWE190_08-CWE190_Integer_Overflow__int_connect_socket_square_1.c,101,103,False
slice_CWE190_08-CWE190_Integer_Overflow__int_fgets_add_1.c,94,96,False
slice_CWE190_08-CWE190_Integer_Overflow__int_fgets_multiply_1.c,118,120,False
slice_CWE190_08-CWE190_Integer_Overflow__int_fgets_postinc_1.c,106,108,False
slice_CWE190_08-CWE190_Integer_Overflow__int_fgets_preinc_1.c,107,109,False
slice_CWE190_08-CWE190_Integer_Overflow__int_fgets_square_1.c,94,96,False
slice_CWE190_08-CWE190_Integer_Overflow__int_fscanf_add_1.c,58,60,False
slice_CWE190_08-CWE190_Integer_Overflow__int_fscanf_multiply_1.c,82,84,False
slice_CWE190_08-CWE190_Integer_Overflow__int_fscanf_postinc_1.c,70,72,False
slice_CWE190_08-CWE190_Integer_Overflow__int_fscanf_preinc_1.c,71,73,False
slice_CWE190_08-CWE190_Integer_Overflow__int_fscanf_square_1.c,58,60,False
slice_CWE190_08-CWE190_Integer_Overflow__int_listen_socket_add_1.c,101,103,False
slice_CWE190_08-CWE190_Integer_Overflow__int_listen_socket_multiply_1.c,125,127,False
slice_CWE190_08-CWE190_Integer_Overflow__int_listen_socket_postinc_1.c,113,115,False
slice_CWE190_08-CWE190_Integer_Overflow__int_listen_socket_preinc_1.c,114,116,False
slice_CWE190_08-CWE190_Integer_Overflow__int_listen_socket_square_1.c,101,103,False
slice_CWE190_08-CWE190_Integer_Overflow__short_fscanf_add_1.c,58,60,False
slice_CWE190_08-CWE190_Integer_Overflow__short_fscanf_multiply_1.c,82,84,False
slice_CWE190_08-CWE190_Integer_Overflow__short_fscanf_postinc_1.c,70,72,False
slice_CWE190_08-CWE190_Integer_Overflow__short_fscanf_preinc_1.c,71,73,False
slice_CWE190_08-CWE190_Integer_Overflow__short_fscanf_square_1.c,58,60,False
slice_CWE190_08-CWE190_Integer_Overflow__unsigned_int_fscanf_add_1.c,60,62,False
slice_CWE190_08-CWE190_Integer_Overflow__unsigned_int_fscanf_multiply_1.c,84,86,False
slice_CWE190_08-CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_1.c,72,74,False
slice_CWE190_08-CWE190_Integer_Overflow__unsigned_int_fscanf_preinc_1.c,73,75,False
slice_CWE190_08-CWE190_Integer_Overflow__unsigned_int_fscanf_square_1.c,60,62,False
slice_CWE190_09-CWE190_Integer_Overflow__char_fscanf_add_1.c,60,62,False
slice_CWE190_09-CWE190_Integer_Overflow__char_fscanf_multiply_1.c,84,86,False
slice_CWE190_09-CWE190_Integer_Overflow__char_fscanf_postinc_1.c,72,74,False
slice_CWE190_09-CWE190_Integer_Overflow__char_fscanf_preinc_1.c,73,75,False
slice_CWE190_09-CWE190_Integer_Overflow__char_fscanf_square_1.c,60,62,False
slice_CWE190_09-CWE190_Integer_Overflow__int64_t_fscanf_add_1.c,66,68,False
slice_CWE190_09-CWE190_Integer_Overflow__int64_t_fscanf_multiply_1.c,90,92,False
slice_CWE190_09-CWE190_Integer_Overflow__int64_t_fscanf_postinc_1.c,78,80,False
slice_CWE190_09-CWE190_Integer_Overflow__int64_t_fscanf_preinc_1.c,79,81,False
slice_CWE190_09-CWE190_Integer_Overflow__int64_t_fscanf_square_1.c,66,68,False
slice_CWE190_09-CWE190_Integer_Overflow__int_connect_socket_add_1.c,101,103,False
slice_CWE190_09-CWE190_Integer_Overflow__int_connect_socket_multiply_1.c,125,127,False
slice_CWE190_09-CWE190_Integer_Overflow__int_connect_socket_postinc_1.c,113,115,False
slice_CWE190_09-CWE190_Integer_Overflow__int_connect_socket_preinc_1.c,114,116,False
slice_CWE190_09-CWE190_Integer_Overflow__int_connect_socket_square_1.c,101,103,False
slice_CWE190_09-CWE190_Integer_Overflow__int_fgets_add_1.c,94,96,False
slice_CWE190_09-CWE190_Integer_Overflow__int_fgets_multiply_1.c,118,120,False
slice_CWE190_09-CWE190_Integer_Overflow__int_fgets_postinc_1.c,106,108,False
slice_CWE190_09-CWE190_Integer_Overflow__int_fgets_preinc_1.c,107,109,False
slice_CWE190_09-CWE190_Integer_Overflow__int_fgets_square_1.c,94,96,False
slice_CWE190_09-CWE190_Integer_Overflow__int_fscanf_add_1.c,58,60,False
slice_CWE190_09-CWE190_Integer_Overflow__int_fscanf_multiply_1.c,82,84,False
slice_CWE190_09-CWE190_Integer_Overflow__int_fscanf_postinc_1.c,70,72,False
slice_CWE190_09-CWE190_Integer_Overflow__int_fscanf_preinc_1.c,71,73,False
slice_CWE190_09-CWE190_Integer_Overflow__int_fscanf_square_1.c,58,60,False
slice_CWE190_09-CWE190_Integer_Overflow__int_listen_socket_add_1.c,101,103,False
slice_CWE190_09-CWE190_Integer_Overflow__int_listen_socket_multiply_1.c,125,127,False
slice_CWE190_09-CWE190_Integer_Overflow__int_listen_socket_postinc_1.c,113,115,False
slice_CWE190_09-CWE190_Integer_Overflow__int_listen_socket_preinc_1.c,114,116,False
slice_CWE190_09-CWE190_Integer_Overflow__int_listen_socket_square_1.c,101,103,False
slice_CWE190_09-CWE190_Integer_Overflow__short_fscanf_add_1.c,58,60,False
slice_CWE190_09-CWE190_Integer_Overflow__short_fscanf_multiply_1.c,82,84,False
slice_CWE190_09-CWE190_Integer_Overflow__short_fscanf_postinc_1.c,70,72,False
slice_CWE190_09-CWE190_Integer_Overflow__short_fscanf_preinc_1.c,71,73,False
slice_CWE190_09-CWE190_Integer_Overflow__short_fscanf_square_1.c,58,60,False
slice_CWE190_09-CWE190_Integer_Overflow__unsigned_int_fscanf_add_1.c,60,62,False
slice_CWE190_09-CWE190_Integer_Overflow__unsigned_int_fscanf_multiply_1.c,84,86,False
slice_CWE190_09-CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_1.c,72,74,False
slice_CWE190_09-CWE190_Integer_Overflow__unsigned_int_fscanf_preinc_1.c,73,75,False
slice_CWE190_09-CWE190_Integer_Overflow__unsigned_int_fscanf_square_1.c,60,62,False
slice_CWE190_10-CWE190_Integer_Overflow__char_fscanf_add_1.c,60,62,False
slice_CWE190_10-CWE190_Integer_Overflow__char_fscanf_multiply_1.c,84,86,False
slice_CWE190_10-CWE190_Integer_Overflow__char_fscanf_postinc_1.c,72,74,False
slice_CWE190_10-CWE190_Integer_Overflow__char_fscanf_preinc_1.c,73,75,False
slice_CWE190_10-CWE190_Integer_Overflow__char_fscanf_square_1.c,60,62,False
slice_CWE190_10-CWE190_Integer_Overflow__int64_t_fscanf_add_1.c,66,68,False
slice_CWE190_10-CWE190_Integer_Overflow__int64_t_fscanf_multiply_1.c,90,92,False
slice_CWE190_10-CWE190_Integer_Overflow__int64_t_fscanf_postinc_1.c,78,80,False
slice_CWE190_10-CWE190_Integer_Overflow__int64_t_fscanf_preinc_1.c,79,81,False
slice_CWE190_10-CWE190_Integer_Overflow__int64_t_fscanf_square_1.c,66,68,False
slice_CWE190_10-CWE190_Integer_Overflow__int_connect_socket_add_1.c,101,103,False
slice_CWE190_10-CWE190_Integer_Overflow__int_connect_socket_multiply_1.c,125,127,False
slice_CWE190_10-CWE190_Integer_Overflow__int_connect_socket_postinc_1.c,113,115,False
slice_CWE190_10-CWE190_Integer_Overflow__int_connect_socket_preinc_1.c,114,116,False
slice_CWE190_10-CWE190_Integer_Overflow__int_connect_socket_square_1.c,101,103,False
slice_CWE190_10-CWE190_Integer_Overflow__int_fgets_add_1.c,94,96,False
slice_CWE190_10-CWE190_Integer_Overflow__int_fgets_multiply_1.c,118,120,False
slice_CWE190_10-CWE190_Integer_Overflow__int_fgets_postinc_1.c,106,108,False
slice_CWE190_10-CWE190_Integer_Overflow__int_fgets_preinc_1.c,107,109,False
slice_CWE190_10-CWE190_Integer_Overflow__int_fgets_square_1.c,94,96,False
slice_CWE190_10-CWE190_Integer_Overflow__int_fscanf_add_1.c,58,60,False
slice_CWE190_10-CWE190_Integer_Overflow__int_fscanf_multiply_1.c,82,84,False
slice_CWE190_10-CWE190_Integer_Overflow__int_fscanf_postinc_1.c,70,72,False
slice_CWE190_10-CWE190_Integer_Overflow__int_fscanf_preinc_1.c,71,73,False
slice_CWE190_10-CWE190_Integer_Overflow__int_fscanf_square_1.c,58,60,False
slice_CWE190_10-CWE190_Integer_Overflow__int_listen_socket_add_1.c,101,103,False
slice_CWE190_10-CWE190_Integer_Overflow__int_listen_socket_multiply_1.c,125,127,False
slice_CWE190_10-CWE190_Integer_Overflow__int_listen_socket_postinc_1.c,113,115,False
slice_CWE190_10-CWE190_Integer_Overflow__int_listen_socket_preinc_1.c,114,116,False
slice_CWE190_10-CWE190_Integer_Overflow__int_listen_socket_square_1.c,101,103,False
slice_CWE190_10-CWE190_Integer_Overflow__short_fscanf_add_1.c,58,60,False
slice_CWE190_10-CWE190_Integer_Overflow__short_fscanf_multiply_1.c,82,84,False
slice_CWE190_10-CWE190_Integer_Overflow__short_fscanf_postinc_1.c,70,72,False
slice_CWE190_10-CWE190_Integer_Overflow__short_fscanf_preinc_1.c,71,73,False
slice_CWE190_10-CWE190_Integer_Overflow__short_fscanf_square_1.c,58,60,False
slice_CWE190_10-CWE190_Integer_Overflow__unsigned_int_fscanf_add_1.c,60,62,False
slice_CWE190_10-CWE190_Integer_Overflow__unsigned_int_fscanf_multiply_1.c,84,86,False
slice_CWE190_10-CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_1.c,72,74,False
slice_CWE190_10-CWE190_Integer_Overflow__unsigned_int_fscanf_preinc_1.c,73,75,False
slice_CWE190_10-CWE190_Integer_Overflow__unsigned_int_fscanf_square_1.c,60,62,False
slice_CWE190_11-CWE190_Integer_Overflow__char_fscanf_add_1.c,60,62,False
slice_CWE190_11-CWE190_Integer_Overflow__char_fscanf_multiply_1.c,84,86,False
slice_CWE190_11-CWE190_Integer_Overflow__char_fscanf_postinc_1.c,72,74,False
slice_CWE190_11-CWE190_Integer_Overflow__char_fscanf_preinc_1.c,73,75,False
slice_CWE190_11-CWE190_Integer_Overflow__char_fscanf_square_1.c,60,62,False
slice_CWE190_11-CWE190_Integer_Overflow__int64_t_fscanf_add_1.c,66,68,False
slice_CWE190_11-CWE190_Integer_Overflow__int64_t_fscanf_multiply_1.c,90,92,False
slice_CWE190_11-CWE190_Integer_Overflow__int64_t_fscanf_postinc_1.c,78,80,False
slice_CWE190_11-CWE190_Integer_Overflow__int64_t_fscanf_preinc_1.c,79,81,False
slice_CWE190_11-CWE190_Integer_Overflow__int64_t_fscanf_square_1.c,66,68,False
slice_CWE190_11-CWE190_Integer_Overflow__int_connect_socket_add_1.c,101,103,False
slice_CWE190_11-CWE190_Integer_Overflow__int_connect_socket_multiply_1.c,125,127,False
slice_CWE190_11-CWE190_Integer_Overflow__int_connect_socket_postinc_1.c,113,115,False
slice_CWE190_11-CWE190_Integer_Overflow__int_connect_socket_preinc_1.c,114,116,False
slice_CWE190_11-CWE190_Integer_Overflow__int_connect_socket_square_1.c,101,103,False
slice_CWE190_11-CWE190_Integer_Overflow__int_fgets_add_1.c,94,96,False
slice_CWE190_11-CWE190_Integer_Overflow__int_fgets_multiply_1.c,118,120,False
slice_CWE190_11-CWE190_Integer_Overflow__int_fgets_postinc_1.c,106,108,False
slice_CWE190_11-CWE190_Integer_Overflow__int_fgets_preinc_1.c,107,109,False
slice_CWE190_11-CWE190_Integer_Overflow__int_fgets_square_1.c,94,96,False
slice_CWE190_11-CWE190_Integer_Overflow__int_fscanf_add_1.c,58,60,False
slice_CWE190_11-CWE190_Integer_Overflow__int_fscanf_multiply_1.c,82,84,False
slice_CWE190_11-CWE190_Integer_Overflow__int_fscanf_postinc_1.c,70,72,False
slice_CWE190_11-CWE190_Integer_Overflow__int_fscanf_preinc_1.c,71,73,False
slice_CWE190_11-CWE190_Integer_Overflow__int_fscanf_square_1.c,58,60,False
slice_CWE190_11-CWE190_Integer_Overflow__int_listen_socket_add_1.c,101,103,False
slice_CWE190_11-CWE190_Integer_Overflow__int_listen_socket_multiply_1.c,125,127,False
slice_CWE190_11-CWE190_Integer_Overflow__int_listen_socket_postinc_1.c,113,115,False
slice_CWE190_11-CWE190_Integer_Overflow__int_listen_socket_preinc_1.c,114,116,False
slice_CWE190_11-CWE190_Integer_Overflow__int_listen_socket_square_1.c,101,103,False
slice_CWE190_11-CWE190_Integer_Overflow__short_fscanf_add_1.c,58,60,False
slice_CWE190_11-CWE190_Integer_Overflow__short_fscanf_multiply_1.c,82,84,False
slice_CWE190_11-CWE190_Integer_Overflow__short_fscanf_postinc_1.c,70,72,False
slice_CWE190_11-CWE190_Integer_Overflow__short_fscanf_preinc_1.c,71,73,False
slice_CWE190_11-CWE190_Integer_Overflow__short_fscanf_square_1.c,58,60,False
slice_CWE190_11-CWE190_Integer_Overflow__unsigned_int_fscanf_add_1.c,60,62,False
slice_CWE190_11-CWE190_Integer_Overflow__unsigned_int_fscanf_multiply_1.c,84,86,False
slice_CWE190_11-CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_1.c,72,74,False
slice_CWE190_11-CWE190_Integer_Overflow__unsigned_int_fscanf_preinc_1.c,73,75,False
slice_CWE190_11-CWE190_Integer_Overflow__unsigned_int_fscanf_square_1.c,60,62,False
slice_CWE190_12-CWE190_Integer_Overflow__char_fscanf_add_1.c,60,62,False
slice_CWE190_12-CWE190_Integer_Overflow__char_fscanf_add_2.c,76,78,False
slice_CWE190_12-CWE190_Integer_Overflow__char_fscanf_multiply_1.c,84,86,False
slice_CWE190_12-CWE190_Integer_Overflow__char_fscanf_multiply_2.c,115,117,False
slice_CWE190_12-CWE190_Integer_Overflow__char_fscanf_postinc_1.c,72,74,False
slice_CWE190_12-CWE190_Integer_Overflow__char_fscanf_postinc_2.c,88,90,False
slice_CWE190_12-CWE190_Integer_Overflow__char_fscanf_preinc_1.c,73,75,False
slice_CWE190_12-CWE190_Integer_Overflow__char_fscanf_preinc_2.c,89,91,False
slice_CWE190_12-CWE190_Integer_Overflow__char_fscanf_square_1.c,60,62,False
slice_CWE190_12-CWE190_Integer_Overflow__char_fscanf_square_2.c,60,62,False
slice_CWE190_12-CWE190_Integer_Overflow__int64_t_fscanf_add_1.c,66,68,False
slice_CWE190_12-CWE190_Integer_Overflow__int64_t_fscanf_add_2.c,83,85,False
slice_CWE190_12-CWE190_Integer_Overflow__int64_t_fscanf_multiply_1.c,90,92,False
slice_CWE190_12-CWE190_Integer_Overflow__int64_t_fscanf_multiply_2.c,122,124,False
slice_CWE190_12-CWE190_Integer_Overflow__int64_t_fscanf_postinc_1.c,78,80,False
slice_CWE190_12-CWE190_Integer_Overflow__int64_t_fscanf_postinc_2.c,95,97,False
slice_CWE190_12-CWE190_Integer_Overflow__int64_t_fscanf_preinc_1.c,79,81,False
slice_CWE190_12-CWE190_Integer_Overflow__int64_t_fscanf_preinc_2.c,96,98,False
slice_CWE190_12-CWE190_Integer_Overflow__int64_t_fscanf_square_1.c,66,68,False
slice_CWE190_12-CWE190_Integer_Overflow__int64_t_fscanf_square_2.c,66,68,False
slice_CWE190_12-CWE190_Integer_Overflow__int_connect_socket_add_1.c,101,103,False
slice_CWE190_12-CWE190_Integer_Overflow__int_connect_socket_add_2.c,117,119,False
slice_CWE190_12-CWE190_Integer_Overflow__int_connect_socket_multiply_1.c,125,127,False
slice_CWE190_12-CWE190_Integer_Overflow__int_connect_socket_multiply_2.c,156,158,False
slice_CWE190_12-CWE190_Integer_Overflow__int_connect_socket_postinc_1.c,113,115,False
slice_CWE190_12-CWE190_Integer_Overflow__int_connect_socket_postinc_2.c,129,131,False
slice_CWE190_12-CWE190_Integer_Overflow__int_connect_socket_preinc_1.c,114,116,False
slice_CWE190_12-CWE190_Integer_Overflow__int_connect_socket_preinc_2.c,130,132,False
slice_CWE190_12-CWE190_Integer_Overflow__int_connect_socket_square_1.c,101,103,False
slice_CWE190_12-CWE190_Integer_Overflow__int_connect_socket_square_2.c,134,136,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fgets_add_1.c,94,96,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fgets_add_2.c,110,112,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fgets_multiply_1.c,118,120,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fgets_multiply_2.c,149,151,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fgets_postinc_1.c,106,108,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fgets_postinc_2.c,122,124,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fgets_preinc_1.c,107,109,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fgets_preinc_2.c,123,125,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fgets_square_1.c,94,96,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fgets_square_2.c,127,129,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fscanf_add_1.c,58,60,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fscanf_add_2.c,74,76,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fscanf_multiply_1.c,82,84,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fscanf_multiply_2.c,113,115,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fscanf_postinc_1.c,70,72,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fscanf_postinc_2.c,86,88,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fscanf_preinc_1.c,71,73,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fscanf_preinc_2.c,87,89,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fscanf_square_1.c,58,60,False
slice_CWE190_12-CWE190_Integer_Overflow__int_fscanf_square_2.c,91,93,False
slice_CWE190_12-CWE190_Integer_Overflow__int_listen_socket_add_1.c,101,103,False
slice_CWE190_12-CWE190_Integer_Overflow__int_listen_socket_add_2.c,117,119,False
slice_CWE190_12-CWE190_Integer_Overflow__int_listen_socket_multiply_1.c,125,127,False
slice_CWE190_12-CWE190_Integer_Overflow__int_listen_socket_multiply_2.c,156,158,False
slice_CWE190_12-CWE190_Integer_Overflow__int_listen_socket_postinc_1.c,113,115,False
slice_CWE190_12-CWE190_Integer_Overflow__int_listen_socket_postinc_2.c,129,131,False
slice_CWE190_12-CWE190_Integer_Overflow__int_listen_socket_preinc_1.c,114,116,False
slice_CWE190_12-CWE190_Integer_Overflow__int_listen_socket_preinc_2.c,130,132,False
slice_CWE190_12-CWE190_Integer_Overflow__int_listen_socket_square_1.c,101,103,False
slice_CWE190_12-CWE190_Integer_Overflow__int_listen_socket_square_2.c,134,136,False
slice_CWE190_12-CWE190_Integer_Overflow__short_fscanf_add_1.c,58,60,False
slice_CWE190_12-CWE190_Integer_Overflow__short_fscanf_add_2.c,75,77,False
